Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
334-83-4102,F,16,Pulmonology,15,16:23,Friday,Breathing Problem,2,23,8,10,1,5,6,6
857-74-9716,F,28,Pulmonology,15,00:00,Saturday,Breathing Problem,2,17,9,14,1,6,6,6
159-86-5469,F,18,Burn Unit,13,23:40,Wednesday,Burn Injury,3,8,8,11,1,3,5,6
267-78-0835,F,51,Trauma,14,17:12,Saturday,Accident,2,18,5,7,1,6,3,6
515-35-7484,F,2,Trauma,3,08:08,Monday,Accident,2,19,7,14,1,1,3,6
491-79-2938,F,15,General,15,10:18,Monday,Allergic Reaction,3,11,5,8,1,1,8,6
237-73-3094,F,15,OB/GYN,6,09:22,Friday,Pregnancy Complication,2,8,7,6,1,5,12,6
851-08-1351,F,78,Trauma,15,17:05,Friday,Accident,2,17,10,11,1,5,3,6
342-05-3969,F,16,Pulmonology,7,21:10,Thursday,Breathing Problem,2,7,7,9,1,4,6,6
260-96-0945,F,37,Burn Unit,17,02:25,Sunday,Burn Injury,3,11,3,12,1,7,5,6
622-23-4523,F,36,Cardiology,14,07:40,Tuesday,Heart Attack,1,7,10,14,1,2,1,1
118-89-9281,F,35,Trauma,7,08:08,Saturday,Accident,2,15,6,12,1,6,3,6
307-49-7871,F,66,General,37,08:40,Friday,Allergic Reaction,3,25,6,7,1,5,8,6
632-49-6543,F,28,OB/GYN,8,15:04,Friday,Pregnancy Complication,2,20,10,8,1,5,12,6
317-64-6528,F,14,Burn Unit,25,23:32,Wednesday,Burn Injury,3,21,8,7,1,3,5,6
737-03-7902,F,20,Pulmonology,12,11:19,Monday,Breathing Problem,2,11,8,6,1,1,6,6
167-38-8507,F,39,Cardiology,11,17:24,Tuesday,Heart Attack,1,21,5,15,1,2,1,1
307-77-2768,F,57,Trauma,4,21:34,Thursday,Accident,2,5,9,11,1,4,3,6
681-87-8647,F,70,Cardiology,14,00:52,Saturday,Chest Pain,2,8,8,12,1,6,7,1
824-26-7312,F,16,Burn Unit,16,02:35,Wednesday,Burn Injury,3,17,8,13,1,3,5,6
795-20-4901,F,67,General Medicine,48,14:55,Monday,Fever,4,13,6,6,1,1,10,5
102-21-5953,F,49,Cardiology,3,04:10,Monday,Heart Attack,1,16,10,13,1,1,1,1
236-97-7586,F,4,OB/GYN,8,11:01,Saturday,Pregnancy Complication,2,14,9,14,1,6,12,6
357-89-2203,F,56,Neurology,5,06:00,Tuesday,Stroke,1,12,7,14,1,2,2,2
255-92-6340,F,12,Orthopedics,16,14:37,Thursday,Fracture,3,20,9,15,1,4,4,4
614-30-7245,F,6,Cardiology,4,14:44,Thursday,Chest Pain,2,11,7,10,1,4,7,1
773-37-3969,F,51,Trauma,15,01:41,Thursday,Accident,2,17,10,15,1,4,3,6
270-14-4609,F,3,General Medicine,46,17:00,Friday,Fever,4,18,10,9,1,5,10,5
514-12-0922,F,19,General,8,05:02,Monday,Allergic Reaction,3,6,9,7,1,1,8,6
646-89-4565,F,48,General,22,23:54,Sunday,Allergic Reaction,3,20,10,9,1,7,8,6
449-83-1904,F,29,Cardiology,15,06:45,Saturday,Chest Pain,2,22,6,5,1,6,7,1
388-50-1748,F,73,Neurology,13,10:51,Saturday,Stroke,1,20,9,13,1,6,2,2
560-55-4242,F,49,General,33,18:33,Sunday,Allergic Reaction,3,23,4,10,1,7,8,6
690-47-2962,F,46,Pulmonology,6,10:18,Saturday,Breathing Problem,2,12,9,11,1,6,6,6
740-44-2216,F,21,General,18,03:38,Saturday,Allergic Reaction,3,18,7,13,1,6,8,6
869-40-4882,F,56,Trauma,2,18:54,Thursday,Accident,2,16,6,13,1,4,3,6
592-85-9953,F,38,Neurology,4,12:57,Sunday,Stroke,1,15,3,7,1,7,2,2
713-55-4167,F,52,General Surgery,15,06:02,Friday,Abdominal Pain,3,18,6,15,1,5,9,6
334-62-9552,F,54,Orthopedics,26,12:46,Thursday,Fracture,3,17,7,7,1,4,4,4
512-75-1926,F,45,Burn Unit,12,02:41,Thursday,Burn Injury,3,8,5,8,1,4,5,6
535-70-6724,F,11,Cardiology,3,05:14,Saturday,Chest Pain,2,19,10,11,1,6,7,1
508-17-5890,F,40,Cardiology,8,14:36,Wednesday,Heart Attack,1,14,5,15,1,3,1,1
528-14-9097,F,9,Cardiology,14,06:06,Wednesday,Heart Attack,1,12,7,11,1,3,1,1
825-01-3965,F,75,Neurology,14,18:53,Saturday,Stroke,1,11,9,10,1,6,2,2
188-24-3805,F,43,General,13,22:54,Friday,Allergic Reaction,3,6,4,10,1,5,8,6
191-85-0502,F,49,General,18,03:45,Thursday,Allergic Reaction,3,8,3,6,1,4,8,6
664-02-2390,F,62,OB/GYN,9,13:50,Friday,Pregnancy Complication,2,22,6,15,1,5,12,6
608-66-3521,F,29,General,12,10:52,Thursday,Allergic Reaction,3,8,6,8,1,4,8,6
876-71-2417,F,6,OB/GYN,3,16:53,Monday,Pregnancy Complication,2,5,8,11,1,1,12,6
426-07-4984,F,11,Burn Unit,7,19:17,Tuesday,Burn Injury,3,7,9,15,1,2,5,6
142-27-8439,F,4,OB/GYN,5,07:14,Wednesday,Pregnancy Complication,2,24,7,5,1,3,12,6
819-28-2751,F,64,General,13,09:03,Friday,Allergic Reaction,3,5,6,5,1,5,8,6
185-45-4039,F,28,Trauma,7,12:51,Monday,Accident,2,23,3,12,1,1,3,6
580-12-9421,F,57,Orthopedics,29,05:53,Monday,Fracture,3,20,8,7,1,1,4,4
183-64-9809,F,58,General Medicine,69,01:13,Saturday,Fever,4,25,3,15,1,6,10,5
800-81-9945,F,22,Pulmonology,2,10:55,Sunday,Breathing Problem,2,8,3,5,1,7,6,6
733-21-0718,F,61,Neurology,15,17:18,Friday,Stroke,1,19,8,12,1,5,2,2
634-36-6673,F,61,Trauma,13,09:30,Tuesday,Accident,2,5,7,8,1,2,3,6
724-59-7143,F,24,Neurology,10,05:27,Thursday,Stroke,1,20,6,7,1,4,2,2
580-44-0953,F,62,Cardiology,11,17:53,Monday,Heart Attack,1,5,6,14,1,1,1,1
719-22-6541,F,23,OB/GYN,3,01:05,Thursday,Pregnancy Complication,2,10,4,8,1,4,12,6
869-11-9024,F,67,General Medicine,20,08:12,Sunday,Fever,4,9,10,14,1,7,10,5
309-02-2959,F,43,Orthopedics,34,11:48,Tuesday,Fracture,3,25,5,10,1,2,4,4
208-31-6331,F,57,Orthopedics,9,09:41,Thursday,Fracture,3,5,10,10,1,4,4,4
140-58-6732,F,46,General Medicine,39,06:42,Tuesday,Fever,4,14,8,12,1,2,10,5
816-72-0393,F,78,General,18,22:25,Saturday,Allergic Reaction,3,11,9,6,1,6,8,6
468-10-3284,F,57,General,22,13:04,Thursday,Allergic Reaction,3,17,6,12,1,4,8,6
880-24-0836,F,19,General Surgery,13,14:46,Thursday,Abdominal Pain,3,15,6,15,1,4,9,6
730-96-4481,F,54,Cardiology,5,21:01,Thursday,Chest Pain,2,16,7,7,1,4,7,1
321-64-7625,F,67,Orthopedics,8,16:58,Saturday,Fracture,3,5,7,13,1,6,4,4
105-78-1308,F,36,General,17,02:00,Tuesday,Allergic Reaction,3,15,3,14,1,2,8,6
289-63-4913,F,45,General Medicine,50,18:32,Friday,Fever,4,13,4,10,1,5,10,5
299-35-4987,F,58,Burn Unit,14,21:57,Tuesday,Burn Injury,3,11,7,12,1,2,5,6
663-10-0081,F,50,OB/GYN,13,16:09,Sunday,Pregnancy Complication,2,8,3,7,1,7,12,6
230-43-0881,F,65,OB/GYN,13,16:52,Wednesday,Pregnancy Complication,2,25,4,10,1,3,12,6
324-71-0403,F,68,Cardiology,11,04:43,Saturday,Heart Attack,1,12,5,14,1,6,1,1
319-09-5768,F,39,Trauma,10,02:05,Saturday,Accident,2,24,6,9,1,6,3,6
895-84-8091,F,27,Cardiology,15,02:26,Monday,Heart Attack,1,11,3,14,1,1,1,1
659-19-0626,F,63,Burn Unit,7,19:51,Friday,Burn Injury,3,5,8,13,1,5,5,6
774-31-5026,F,27,Cardiology,4,13:25,Monday,Heart Attack,1,12,9,9,1,1,1,1
535-83-6651,M,59,Cardiology,7,16:14,Tuesday,Chest Pain,2,15,5,8,0,2,7,1
429-95-4610,M,14,Neurology,3,16:24,Monday,Stroke,1,13,7,9,0,1,2,2
390-93-3319,M,73,Orthopedics,21,05:34,Tuesday,Fracture,3,15,7,9,0,2,4,4
295-23-8004,M,24,Orthopedics,26,15:34,Saturday,Fracture,3,21,10,6,0,6,4,4
515-02-5699,M,14,Cardiology,2,20:09,Thursday,Chest Pain,2,16,4,12,0,4,7,1
321-06-1856,M,57,Cardiology,14,15:18,Tuesday,Chest Pain,2,19,6,5,0,2,7,1
494-94-0828,M,15,Burn Unit,4,00:08,Friday,Burn Injury,3,5,10,11,0,5,5,6
536-23-6460,M,58,General Surgery,54,15:21,Tuesday,Abdominal Pain,3,22,3,5,0,2,9,6
524-28-5350,M,51,General Surgery,23,17:18,Sunday,Abdominal Pain,3,17,10,5,0,7,9,6
844-70-3132,M,30,General,10,13:53,Thursday,Allergic Reaction,3,12,8,13,0,4,8,6
806-40-9445,M,70,Trauma,2,09:08,Monday,Accident,2,11,8,13,0,1,3,6
880-77-9403,M,3,Trauma,15,22:47,Thursday,Accident,2,10,5,15,0,4,3,6
596-01-0068,M,60,Neurology,7,20:46,Friday,Stroke,1,22,6,15,0,5,2,2
701-66-0377,M,36,General Medicine,26,16:38,Thursday,Fever,4,5,9,6,0,4,10,5
255-94-5207,M,65,Orthopedics,7,16:43,Saturday,Fracture,3,5,9,10,0,6,4,4
238-35-0465,M,50,General Surgery,22,05:49,Saturday,Abdominal Pain,3,15,5,11,0,6,9,6
369-81-8304,M,49,Neurology,15,07:44,Saturday,Stroke,1,12,5,5,0,6,2,2
224-37-3281,M,18,General Medicine,61,22:01,Monday,Fever,4,25,7,11,0,1,10,5
526-60-6600,M,36,General,16,18:01,Saturday,Allergic Reaction,3,17,9,14,0,6,8,6
288-52-5096,M,49,Burn Unit,16,12:37,Thursday,Burn Injury,3,9,4,8,0,4,5,6
102-24-8249,M,2,General Medicine,89,07:26,Monday,Fever,4,15,3,5,0,1,10,5
675-21-7410,M,50,Neurology,9,23:19,Saturday,Stroke,1,10,5,6,0,6,2,2
452-17-9747,M,69,Pulmonology,11,11:29,Friday,Breathing Problem,2,15,9,12,0,5,6,6
833-73-2750,M,58,Trauma,3,11:13,Saturday,Accident,2,8,10,11,0,6,3,6
858-29-9077,M,53,Neurology,11,12:11,Friday,Stroke,1,24,3,6,0,5,2,2
391-41-7192,M,16,General,9,07:04,Monday,Allergic Reaction,3,6,8,7,0,1,8,6
418-93-2750,M,16,Cardiology,15,06:19,Sunday,Heart Attack,1,24,4,14,0,7,1,1
333-16-9345,M,62,General Medicine,18,21:04,Wednesday,Fever,4,5,10,7,0,3,10,5
729-50-4417,M,3,General,18,13:27,Saturday,Allergic Reaction,3,13,4,11,0,6,8,6
728-14-0562,M,74,Cardiology,9,23:16,Thursday,Chest Pain,2,21,9,10,0,4,7,1
899-89-7946,M,62,Neurology,8,12:18,Wednesday,Stroke,1,20,10,15,0,3,2,2
649-17-7342,M,13,General,15,17:33,Saturday,Allergic Reaction,3,12,8,7,0,6,8,6
536-62-3509,M,78,Neurology,9,09:17,Thursday,Stroke,1,19,10,12,0,4,2,2
814-09-6431,M,67,Pulmonology,12,11:41,Tuesday,Breathing Problem,2,13,5,11,0,2,6,6
354-24-0826,M,70,Burn Unit,12,15:49,Tuesday,Burn Injury,3,8,7,8,0,2,5,6
459-37-0971,M,25,Pulmonology,2,22:23,Thursday,Breathing Problem,2,11,4,15,0,4,6,6
340-56-4663,M,49,Cardiology,13,14:50,Sunday,Heart Attack,1,5,6,10,0,7,1,1
300-02-0984,M,42,Cardiology,12,01:41,Sunday,Chest Pain,2,15,7,15,0,7,7,1
519-40-0307,M,13,Burn Unit,11,07:56,Monday,Burn Injury,3,7,6,12,0,1,5,6
291-55-1551,M,27,General,9,00:40,Saturday,Allergic Reaction,3,7,8,13,0,6,8,6
300-84-9983,M,72,Neurology,2,23:31,Thursday,Stroke,1,20,6,10,0,4,2,2
642-77-7413,M,42,General Medicine,78,15:49,Sunday,Fever,4,19,4,8,0,7,10,5
184-06-3568,M,30,Burn Unit,25,14:00,Wednesday,Burn Injury,3,24,8,11,0,3,5,6
143-66-9743,M,4,Trauma,3,01:05,Monday,Accident,2,21,5,9,0,1,3,6
683-47-8284,M,79,Pulmonology,10,23:11,Friday,Breathing Problem,2,17,9,7,0,5,6,6
723-73-7614,M,28,General,19,15:06,Tuesday,Allergic Reaction,3,16,3,12,0,2,8,6
134-90-6858,M,11,Orthopedics,24,16:04,Monday,Fracture,3,21,10,10,0,1,4,4
723-15-3645,M,53,Cardiology,14,15:40,Wednesday,Chest Pain,2,19,8,13,0,3,7,1
199-30-3238,M,15,Orthopedics,13,03:42,Wednesday,Fracture,3,8,8,9,0,3,4,4
369-70-1222,M,27,Burn Unit,16,17:01,Sunday,Burn Injury,3,15,9,11,0,7,5,6
326-56-9254,M,22,Orthopedics,25,19:04,Friday,Fracture,3,24,9,9,0,5,4,4
459-89-1735,M,55,Trauma,9,23:15,Tuesday,Accident,2,7,4,5,0,2,3,6
223-22-4801,M,46,General Medicine,111,12:29,Friday,Fever,4,23,4,5,0,5,10,5
456-11-4142,M,28,Trauma,8,04:26,Tuesday,Accident,2,22,7,11,0,2,3,6
275-12-2439,M,1,General Surgery,20,00:07,Friday,Abdominal Pain,3,17,9,12,0,5,9,6
797-73-7347,M,39,General Medicine,59,02:25,Friday,Fever,4,17,9,5,0,5,10,5
498-67-1104,M,56,Neurology,12,02:51,Tuesday,Stroke,1,6,7,12,0,2,2,2
337-21-5947,M,38,Orthopedics,14,06:22,Friday,Fracture,3,9,7,11,0,5,4,4
658-55-7464,M,26,Burn Unit,26,22:02,Thursday,Burn Injury,3,11,3,5,0,4,5,6
311-92-5519,M,53,Burn Unit,29,04:43,Sunday,Burn Injury,3,22,7,9,0,7,5,6
285-46-6711,M,43,General Medicine,48,11:57,Monday,Fever,4,16,3,14,0,1,10,5
645-31-7078,M,61,Trauma,11,12:57,Saturday,Accident,2,24,5,6,0,6,3,6
567-48-5176,M,38,General Medicine,48,22:44,Thursday,Fever,4,15,3,12,0,4,10,5
255-38-4437,M,33,Pulmonology,2,16:55,Wednesday,Breathing Problem,2,7,10,12,0,3,6,6
676-47-0405,M,5,General,6,20:39,Saturday,Allergic Reaction,3,5,9,6,0,6,8,6
644-24-9754,M,61,General,48,00:47,Wednesday,Allergic Reaction,3,20,3,5,0,3,8,6
377-85-6911,M,40,Neurology,11,16:35,Tuesday,Stroke,1,11,3,13,0,2,2,2
882-89-0493,M,47,General,31,12:37,Saturday,Allergic Reaction,3,16,3,7,0,6,8,6
678-30-9293,M,29,Cardiology,3,20:11,Wednesday,Chest Pain,2,25,5,5,0,3,7,1
690-72-7531,M,43,Cardiology,3,06:05,Wednesday,Chest Pain,2,10,3,11,0,3,7,1
288-58-9865,M,59,Cardiology,7,17:28,Thursday,Heart Attack,1,11,7,8,0,4,1,1
294-39-3862,M,22,Orthopedics,20,13:13,Wednesday,Fracture,3,16,5,11,0,3,4,4
220-05-7403,M,52,General,24,05:51,Monday,Allergic Reaction,3,17,4,9,0,1,8,6
821-46-1915,M,61,Trauma,12,12:36,Tuesday,Accident,2,21,9,12,0,2,3,6
411-92-7835,M,19,Orthopedics,16,02:45,Sunday,Fracture,3,10,3,8,0,7,4,4
527-62-7143,M,4,Pulmonology,11,01:11,Monday,Breathing Problem,2,8,5,11,0,1,6,6
863-02-6812,M,70,General Medicine,19,17:22,Tuesday,Fever,4,7,6,15,0,2,10,5
486-69-4084,M,1,Cardiology,3,02:59,Wednesday,Heart Attack,1,12,8,7,0,3,1,1
243-30-4158,M,66,Trauma,13,05:48,Thursday,Accident,2,11,4,12,0,4,3,6
507-30-6087,M,8,General,5,07:25,Friday,Allergic Reaction,3,5,8,12,0,5,8,6
542-78-1121,M,18,Burn Unit,29,21:16,Wednesday,Burn Injury,3,21,5,10,0,3,5,6
333-84-5832,M,71,General Medicine,43,17:40,Wednesday,Fever,4,12,3,10,0,3,10,5
885-75-2052,M,32,Cardiology,4,19:33,Wednesday,Chest Pain,2,24,10,9,0,3,7,1
556-53-6518,M,54,General Surgery,18,13:48,Friday,Abdominal Pain,3,12,7,5,0,5,9,6
336-91-0183,M,50,Trauma,11,07:22,Sunday,Accident,2,11,5,5,0,7,3,6
276-52-8357,M,15,General Surgery,19,00:22,Saturday,Abdominal Pain,3,8,3,7,0,6,9,6
377-24-0858,M,78,Neurology,13,09:57,Saturday,Stroke,1,11,10,14,0,6,2,2
247-36-8636,M,71,General Surgery,21,04:40,Thursday,Abdominal Pain,3,13,6,9,0,4,9,6
706-72-9405,M,32,General Surgery,33,17:54,Saturday,Abdominal Pain,3,22,6,6,0,6,9,6
580-60-8042,M,14,Burn Unit,6,15:12,Friday,Burn Injury,3,6,8,11,0,5,5,6
352-21-9569,M,44,Neurology,15,12:15,Wednesday,Stroke,1,11,8,6,0,3,2,2
456-44-1674,M,50,Pulmonology,4,21:50,Tuesday,Breathing Problem,2,15,6,11,0,2,6,6
179-15-5492,M,13,General Medicine,61,18:19,Thursday,Fever,4,22,3,14,0,4,10,5
819-74-3706,M,68,General Medicine,41,11:07,Saturday,Fever,4,9,3,7,0,6,10,5
390-36-3570,M,79,Orthopedics,14,00:36,Friday,Fracture,3,14,9,11,0,5,4,4
651-58-3998,M,73,Burn Unit,22,16:29,Monday,Burn Injury,3,23,9,11,0,1,5,6
682-49-1467,M,46,Burn Unit,16,01:47,Thursday,Burn Injury,3,11,7,7,0,4,5,6
616-32-3050,M,19,Neurology,8,01:30,Saturday,Stroke,1,21,10,15,0,6,2,2
121-90-9321,M,61,Cardiology,10,17:52,Thursday,Heart Attack,1,11,3,6,0,4,1,1
665-62-7161,M,29,Pulmonology,4,09:16,Sunday,Breathing Problem,2,12,6,6,0,7,6,6
781-97-5522,M,24,Pulmonology,15,11:49,Wednesday,Breathing Problem,2,16,7,11,0,3,6,6
336-02-6807,M,12,Cardiology,13,17:14,Thursday,Chest Pain,2,23,5,15,0,4,7,1
181-02-4908,M,74,General,14,21:28,Friday,Allergic Reaction,3,11,5,13,0,5,8,6
207-33-7470,M,44,Burn Unit,6,01:23,Friday,Burn Injury,3,7,10,10,0,5,5,6
864-13-4043,M,37,General Surgery,18,23:10,Thursday,Abdominal Pain,3,13,7,10,0,4,9,6
436-07-6332,M,64,General Surgery,29,15:41,Sunday,Abdominal Pain,3,23,10,6,0,7,9,6
306-67-0589,M,48,General,11,05:52,Friday,Allergic Reaction,3,10,8,10,0,5,8,6
293-62-8125,M,47,Pulmonology,7,04:21,Saturday,Breathing Problem,2,17,5,8,0,6,6,6
185-95-8729,M,69,Cardiology,10,07:41,Saturday,Chest Pain,2,18,8,5,0,6,7,1
132-83-6895,M,67,Neurology,15,14:14,Tuesday,Stroke,1,22,4,5,0,2,2,2
442-19-9879,M,78,General,8,21:49,Sunday,Allergic Reaction,3,7,9,9,0,7,8,6
175-69-9432,M,78,Orthopedics,9,08:49,Monday,Fracture,3,5,4,8,0,1,4,4
659-87-6427,M,9,Neurology,13,12:54,Monday,Stroke,1,5,4,13,0,1,2,2
242-14-9128,M,25,Orthopedics,11,06:56,Wednesday,Fracture,3,8,3,14,0,3,4,4
899-98-2466,M,65,General Surgery,21,18:11,Monday,Abdominal Pain,3,24,9,15,0,1,9,6
717-75-6312,M,55,General,19,14:22,Thursday,Allergic Reaction,3,22,7,14,0,4,8,6
483-81-4980,M,12,Burn Unit,23,22:53,Saturday,Burn Injury,3,23,6,15,0,6,5,6
382-45-2464,M,48,Cardiology,8,03:18,Tuesday,Chest Pain,2,11,10,11,0,2,7,1
408-16-6050,M,62,General,11,00:05,Saturday,Allergic Reaction,3,6,7,6,0,6,8,6
722-10-2750,M,37,Neurology,2,06:07,Monday,Stroke,1,7,8,9,0,1,2,2
369-32-9854,M,56,Cardiology,11,20:44,Wednesday,Chest Pain,2,9,8,5,0,3,7,1
102-85-6993,M,67,Cardiology,12,08:01,Tuesday,Heart Attack,1,18,5,15,0,2,1,1
453-45-2632,M,60,General,27,14:59,Wednesday,Allergic Reaction,3,20,4,11,0,3,8,6
716-71-0779,M,55,Orthopedics,25,15:06,Wednesday,Fracture,3,21,10,8,0,3,4,4
772-14-1187,M,54,Trauma,4,16:28,Monday,Accident,2,7,8,13,0,1,3,6
685-97-5055,M,61,General Medicine,25,01:23,Thursday,Fever,4,5,3,7,0,4,10,5
446-50-4248,M,28,General Medicine,38,15:12,Thursday,Fever,4,9,4,9,0,4,10,5
181-64-2880,M,67,General Surgery,18,22:28,Tuesday,Abdominal Pain,3,15,8,7,0,2,9,6
555-65-1219,M,45,Cardiology,12,02:42,Wednesday,Heart Attack,1,22,6,11,0,3,1,1
103-34-3477,M,25,General,18,18:56,Wednesday,Allergic Reaction,3,15,3,15,0,3,8,6
198-78-1461,M,7,Cardiology,12,19:07,Sunday,Heart Attack,1,21,3,14,0,7,1,1
254-96-4021,M,52,General,11,03:02,Saturday,Allergic Reaction,3,8,8,5,0,6,8,6
277-10-3005,M,65,Orthopedics,24,03:07,Tuesday,Fracture,3,20,10,5,0,2,4,4
230-18-7731,M,17,Orthopedics,37,18:20,Tuesday,Fracture,3,22,4,7,0,2,4,4
783-31-0633,M,74,Cardiology,13,05:09,Saturday,Chest Pain,2,19,3,13,0,6,7,1
756-39-1456,M,58,Burn Unit,26,23:34,Friday,Burn Injury,3,20,7,9,0,5,5,6
436-09-6143,M,63,Trauma,12,00:59,Wednesday,Accident,2,13,7,8,0,3,3,6
250-94-3465,M,31,Cardiology,6,16:47,Saturday,Chest Pain,2,6,3,6,0,6,7,1
446-18-0337,M,3,General Medicine,28,12:23,Friday,Fever,4,8,6,14,0,5,10,5
455-96-8404,M,73,Trauma,4,23:01,Sunday,Accident,2,23,10,9,0,7,3,6
888-68-1783,M,43,General Surgery,16,14:09,Tuesday,Abdominal Pain,3,19,8,13,0,2,9,6
637-45-8303,M,23,General Surgery,32,20:28,Thursday,Abdominal Pain,3,25,10,6,0,4,9,6
605-08-3714,M,45,Trauma,10,11:30,Sunday,Accident,2,20,10,15,0,7,3,6
395-56-6604,M,53,Trauma,12,08:08,Monday,Accident,2,13,4,5,0,1,3,6
272-94-7142,M,2,Orthopedics,30,16:27,Friday,Fracture,3,15,5,6,0,5,4,4
411-75-6910,M,65,Pulmonology,2,17:55,Monday,Breathing Problem,2,20,5,13,0,1,6,6
800-16-9268,M,68,General Surgery,17,13:08,Monday,Abdominal Pain,3,11,7,10,0,1,9,6
198-62-3897,M,50,Trauma,9,13:45,Thursday,Accident,2,16,3,14,0,4,3,6
103-04-9687,M,48,General Surgery,23,11:22,Saturday,Abdominal Pain,3,19,4,14,0,6,9,6
381-22-6530,M,75,Orthopedics,9,00:55,Friday,Fracture,3,7,6,9,0,5,4,4
425-76-5422,M,55,General,10,05:46,Friday,Allergic Reaction,3,10,5,13,0,5,8,6
111-53-3748,M,2,Burn Unit,31,05:42,Friday,Burn Injury,3,23,9,6,0,5,5,6
174-52-2854,M,11,Cardiology,13,15:34,Tuesday,Chest Pain,2,12,8,14,0,2,7,1
454-34-9403,M,65,Cardiology,5,04:50,Monday,Heart Attack,1,18,7,8,0,1,1,1
376-36-7341,M,25,Neurology,5,16:14,Friday,Stroke,1,17,9,9,0,5,2,2
518-17-6328,M,58,Pulmonology,9,02:49,Tuesday,Breathing Problem,2,19,6,7,0,2,6,6
238-94-8308,M,40,Trauma,2,03:33,Wednesday,Accident,2,24,4,6,0,3,3,6
806-98-7631,M,62,Trauma,15,15:46,Saturday,Accident,2,7,8,10,0,6,3,6
308-24-5685,M,6,General Medicine,19,09:08,Thursday,Fever,4,7,9,11,0,4,10,5
350-72-3131,M,22,Cardiology,13,00:50,Friday,Heart Attack,1,13,7,9,0,5,1,1
465-11-1514,M,50,General Medicine,30,05:20,Monday,Fever,4,9,5,12,0,1,10,5
425-31-1479,M,5,Cardiology,10,12:45,Monday,Heart Attack,1,17,4,14,0,1,1,1
584-57-3044,M,35,Orthopedics,9,19:13,Sunday,Fracture,3,8,8,10,0,7,4,4
849-76-4601,M,5,Orthopedics,20,15:48,Saturday,Fracture,3,15,5,13,0,6,4,4
491-12-1945,M,24,Neurology,12,17:32,Tuesday,Stroke,1,11,8,15,0,2,2,2
610-20-5197,M,54,General Surgery,16,10:51,Sunday,Abdominal Pain,3,14,6,15,0,7,9,6
895-94-4956,M,77,General Surgery,21,06:08,Wednesday,Abdominal Pain,3,24,8,14,0,3,9,6
440-75-5817,M,37,Neurology,2,17:16,Tuesday,Stroke,1,17,10,10,0,2,2,2
769-69-5025,M,47,General,10,01:12,Saturday,Allergic Reaction,3,8,5,11,0,6,8,6
642-26-9810,M,35,Burn Unit,24,20:18,Friday,Burn Injury,3,15,5,9,0,5,5,6
711-74-2032,M,76,Trauma,10,21:12,Wednesday,Accident,2,20,5,10,0,3,3,6
842-87-0322,M,76,Burn Unit,25,13:58,Saturday,Burn Injury,3,15,3,9,0,6,5,6
859-81-4141,M,78,Burn Unit,17,12:15,Wednesday,Burn Injury,3,15,5,15,0,3,5,6
325-70-7368,M,25,Burn Unit,25,10:53,Friday,Burn Injury,3,17,4,9,0,5,5,6
877-48-1758,M,30,Cardiology,12,23:55,Friday,Chest Pain,2,22,4,9,0,5,7,1
802-39-9719,M,40,General Medicine,16,19:11,Wednesday,Fever,4,7,10,15,0,3,10,5
453-26-5597,M,44,General,20,03:08,Tuesday,Allergic Reaction,3,15,8,8,0,2,8,6
519-51-4443,M,67,Cardiology,8,18:14,Tuesday,Heart Attack,1,10,6,13,0,2,1,1
769-87-9911,M,11,General Surgery,14,19:36,Monday,Abdominal Pain,3,18,8,15,0,1,9,6
877-95-1315,M,59,Neurology,4,01:24,Tuesday,Stroke,1,12,6,12,0,2,2,2
711-70-7397,M,74,Cardiology,3,05:13,Friday,Heart Attack,1,23,6,10,0,5,1,1
395-89-7021,M,67,General Surgery,26,18:16,Thursday,Abdominal Pain,3,16,4,7,0,4,9,6
438-94-1614,M,29,Pulmonology,3,20:05,Monday,Breathing Problem,2,16,7,8,0,1,6,6
776-93-8725,M,75,Burn Unit,26,04:06,Thursday,Burn Injury,3,24,6,13,0,4,5,6
105-08-6438,M,2,Burn Unit,17,02:22,Thursday,Burn Injury,3,10,8,6,0,4,5,6
355-69-4576,M,27,Trauma,7,12:28,Thursday,Accident,2,21,7,7,0,4,3,6
105-85-2242,M,27,Cardiology,7,09:47,Friday,Chest Pain,2,20,6,5,0,5,7,1
207-09-3254,M,61,Burn Unit,18,04:47,Wednesday,Burn Injury,3,10,4,6,0,3,5,6
420-71-6756,M,65,Cardiology,7,08:38,Tuesday,Chest Pain,2,23,4,5,0,2,7,1
873-06-1299,M,73,Orthopedics,15,23:36,Sunday,Fracture,3,11,10,6,0,7,4,4
160-10-6189,M,29,Pulmonology,14,20:42,Wednesday,Breathing Problem,2,7,7,8,0,3,6,6
563-74-9045,M,1,Neurology,12,09:54,Sunday,Stroke,1,24,7,11,0,7,2,2
717-12-1341,M,46,General Surgery,13,09:47,Wednesday,Abdominal Pain,3,16,10,12,0,3,9,6
644-78-8816,M,36,Cardiology,8,13:46,Friday,Chest Pain,2,24,10,14,0,5,7,1
425-31-8542,M,72,Neurology,5,07:11,Monday,Stroke,1,13,5,14,0,1,2,2
174-30-8230,M,45,General,12,16:33,Monday,Allergic Reaction,3,11,8,10,0,1,8,6
